PipeID,Age,Diameter,Depth,Slope,Length,PipeType,NetworkTyp,Connection,PipeForm,Material,Rainfall,Geology,GroundWate,SoilType,Building,LandCover,RoadClass,TrafficVol,Population,Score,Class
"66251","26","200",-1.00,-0.38,57.63,Wastewater,Main,MUF,S,BET,148.26,Geology_1,25.41,Soiltype_6,No,LandUse_10,RoadClass_3,0.00,,"77",Very bad
"66273","70","225",-1.91,1.41,71.51,Wastewater,Main,MUF,S,BET,150.67,Geology_1,27.10,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,45.09,"20",Questionable
"66285","70","225",-1.95,1.25,41.34,Wastewater,Main,Others,S,BET,150.39,Geology_1,26.77,Soiltype_6,No,LandUse_10,RoadClass_4,0.00,45.09,"5",Very good
"66536","67","150",-2.07,0.50,26.01,Wastewater,Main,MUF,S,BET,151.55,Geology_3,32.65,Soiltype_6,No,LandUse_10,RoadClass_2,0.00,133.22,"118",Very bad
"66537","67","150",-2.18,-2.30,20.25,Wastewater,Main,MUF,S,BET,151.60,Geology_3,32.95,Soiltype_6,No,LandUse_10,RoadClass_2,4200.00,133.22,"95",Very bad
"66538","40","200",-2.34,6.54,33.43,Wastewater,Main,Others,S,PVC,151.60,Geology_3,32.63,Soiltype_6,No,LandUse_10,RoadClass_4,0.00,133.22,"0",Very good
"66543","40","200",-2.55,8.74,17.24,Wastewater,Main,Others,S,PVC,151.65,Geology_3,32.28,Soiltype_6,No,LandUse_10,RoadClass_2,0.00,133.22,"0",Very good
"66579","38","200",-2.19,0.75,70.92,Wastewater,Main,MUF,S,BET,150.55,Geology_3,31.86,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,6.15,"108",Very bad
"66580","38","200",-2.20,1.72,58.80,Wastewater,Main,MUF,S,BET,150.76,Geology_3,32.65,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,6.15,"24",Bad
"66581","38","200",-2.17,-0.29,72.18,Wastewater,Main,MUF,S,BET,150.98,Geology_3,33.57,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,6.15,"90",Very bad
"66582","38","200",-2.38,1.36,37.39,Wastewater,Main,MUF,S,PVC,151.11,Geology_3,34.26,Soiltype_6,No,LandUse_10,RoadClass_5,0.00,141.42,"0",Very good
"66585","49","400",-0.98,4.45,54.09,Stormwater,Main,MUF,S,BET,151.30,Geology_3,34.31,Soiltype_6,No,LandUse_10,RoadClass_2,0.00,141.42,"11",Questionable
"66593","49","225",-2.30,2.22,60.64,Wastewater,Main,MUF,S,BET,151.35,Geology_3,35.15,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,141.42,"0",Very good
"66594","49","400",-2.11,6.67,2.79,Stormwater,Main,MUF,S,BET,151.27,Geology_3,33.86,Soiltype_6,No,LandUse_10,RoadClass_2,0.00,141.42,"0",Very good
"66599","58","200",-2.16,2.46,27.19,Wastewater,Main,MUF,S,BET,151.06,Geology_3,32.12,Soiltype_6,No,LandUse_10,RoadClass_2,0.00,38.94,"0",Very good
"66600","58","200",-0.49,2.51,32.43,Wastewater,Main,MUF,S,BET,151.11,Geology_3,32.50,Soiltype_6,Yes,LandUse_10,RoadClass_1,0.00,38.94,"0",Very good
"66604","58","200",-1.69,5.27,29.89,Wastewater,Main,MUF,S,BET,150.99,Geology_3,30.41,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,38.94,"494",Very bad
"66606","58","200",-1.20,7.04,18.97,Wastewater,Main,MUF,S,BET,151.04,Geology_3,30.31,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,38.94,"0",Very good
"66607","58","200",-1.40,-3.16,39.30,Wastewater,Main,MUF,S,BET,151.09,Geology_3,30.05,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,38.94,"0",Very good
"66609","49","200",-1.95,1.87,44.38,Wastewater,Main,Others,S,PVC,151.30,Geology_3,32.83,Soiltype_7,No,LandUse_10,RoadClass_1,0.00,133.22,"0",Very good
"66610","49","200",-1.49,4.15,25.59,Wastewater,Main,MUF,S,PVC,151.20,Geology_3,32.62,Soiltype_7,No,LandUse_10,RoadClass_1,0.00,133.22,"0",Very good
"66614","49","200",-1.81,3.78,41.88,Wastewater,Main,Others,S,PVC,151.44,Geology_3,33.24,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,133.22,"0",Very good
"66615","49","200",-2.08,5.01,30.70,Wastewater,Main,Others,S,PVC,151.55,Geology_3,33.66,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,133.22,"0",Very good
"66622","49","160",-1.95,3.91,21.43,Wastewater,Main,Others,S,PVC,151.62,Geology_3,34.11,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,133.22,"0",Very good
"66626","49","250",-2.24,16.00,26.39,Wastewater,Main,MUF,S,BET,151.60,Geology_3,33.19,Soiltype_6,No,LandUse_10,RoadClass_3,0.00,133.22,"82",Very bad
"66638","49","185",-1.03,9.21,37.80,Wastewater,Main,MUF,S,PVC,151.56,Geology_3,36.20,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,141.42,"40",Bad
"66643","58","200",-2.38,4.55,39.13,Wastewater,Main,MUF,S,BET,150.97,Geology_3,30.74,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,38.94,"0",Very good
"66650","38","300",-2.08,6.18,53.76,Wastewater,Main,Others,S,BET,151.22,Geology_3,34.58,Soiltype_6,No,LandUse_10,RoadClass_4,0.00,141.42,"0",Very good
"66651","49","185",-1.53,3.07,45.78,Wastewater,Main,MUF,S,PVC,151.29,Geology_3,34.31,Soiltype_6,No,LandUse_10,RoadClass_2,0.00,141.42,"120",Very bad
"66659","58","185",-2.71,1.97,37.08,Wastewater,Main,MUF,S,PVC,151.22,Geology_3,29.75,Soiltype_6,No,LandUse_10,RoadClass_2,4200.00,38.94,"101",Very bad
"66660","58","200",-1.49,4.88,21.00,Wastewater,Main,MUF,S,BET,150.98,Geology_3,31.09,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,38.94,"4186",Very bad
"66661","58","200",-2.50,0.88,40.22,Wastewater,Main,MUF,S,BET,151.01,Geology_3,31.76,Soiltype_6,Yes,LandUse_10,RoadClass_2,0.00,38.94,"113",Very bad
"66662","58","200",-2.70,2.75,30.06,Wastewater,Main,MUF,S,BET,151.20,Geology_3,32.91,Soiltype_6,No,LandUse_10,RoadClass_2,0.00,141.42,"730",Very bad
"66663","58","200",-2.11,0.75,19.25,Wastewater,Main,MUF,S,BET,151.25,Geology_3,33.32,Soiltype_6,No,LandUse_10,RoadClass_2,0.00,141.42,"0",Very good
"66664","58","200",-0.73,3.12,29.75,Wastewater,Main,MUF,S,BET,151.29,Geology_3,33.66,Soiltype_6,No,LandUse_10,RoadClass_2,0.00,141.42,"212",Very bad
"66665","49","225",-1.29,18.18,14.24,Wastewater,Main,MUF,S,BET,151.29,Geology_3,33.98,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,141.42,"23",Bad
"66671","38","200",-1.49,1.07,46.16,Wastewater,Main,MUF,S,BET,150.35,Geology_3,31.19,Soiltype_6,No,LandUse_10,RoadClass_2,0.00,6.15,"4",Very good
"66834","39","200",-1.92,0.22,21.24,Combined,Main,Others,S,PVC,152.24,Geology_3,45.06,Soiltype_5,Yes,LandUse_10,RoadClass_3,0.00,80.96,"0",Very good
"66838","39","200",-1.29,0.38,51.15,Combined,Main,Others,S,PVC,152.14,Geology_3,42.18,Soiltype_5,No,LandUse_10,RoadClass_2,0.00,80.96,"2",Very good
"66839","39","200",-1.94,0.11,31.78,Combined,Main,Others,S,PVC,152.04,Geology_3,41.26,Soiltype_5,No,LandUse_10,RoadClass_3,0.00,80.96,"0",Very good
"66840","39","200",-1.59,0.86,56.01,Combined,Main,Others,S,PVC,151.91,Geology_3,40.14,Soiltype_6,No,LandUse_10,RoadClass_3,0.00,80.96,"2",Very good
"66843","39","200",-1.84,2.43,39.90,Combined,Main,Others,S,PVC,151.78,Geology_3,39.45,Soiltype_6,No,LandUse_10,RoadClass_2,0.00,80.96,"132",Very bad
"66845","39","200",-1.44,1.84,89.04,Combined,Main,Others,S,PVC,151.61,Geology_3,37.86,Soiltype_6,No,LandUse_10,RoadClass_2,0.00,141.42,"2",Very good
"66846","39","200",-0.60,0.32,55.79,Combined,Main,Others,S,PVC,151.40,Geology_3,36.56,Soiltype_6,No,LandUse_10,RoadClass_3,0.00,141.42,"0",Very good
"66847","39","200",-1.16,-1.08,37.22,Combined,Main,Others,S,PVC,151.25,Geology_3,35.88,Soiltype_6,No,LandUse_10,RoadClass_4,0.00,141.42,"0",Very good
"66885","39","250",-1.80,-0.77,53.32,Combined,Main,Others,S,PVC,152.26,Geology_3,47.51,Soiltype_5,No,LandUse_10,RoadClass_1,0.00,19.47,"0",Very good
"66889","39","250",-2.01,0.25,47.78,Combined,Main,Others,S,PVC,152.22,Geology_3,49.43,Soiltype_5,No,LandUse_10,RoadClass_1,0.00,,"0",Very good
"66893","39","250",-1.88,0.67,45.81,Combined,Main,Others,S,PVC,152.17,Geology_3,51.20,Soiltype_5,No,LandUse_10,RoadClass_1,0.00,,"0",Very good
"66895","39","250",-2.01,1.27,30.96,Combined,Main,Others,S,PVC,152.09,Geology_3,51.52,Soiltype_13,No,LandUse_10,RoadClass_1,0.00,19.47,"0",Very good
"66900","39","250",-1.69,2.66,35.85,Combined,Main,MUF,S,BET,152.02,Geology_3,51.61,Soiltype_13,No,LandUse_10,RoadClass_1,0.00,19.47,"0",Very good
"66937","39","200",-1.57,-0.48,46.75,Combined,Main,MUF,S,PVC,151.16,Geology_3,34.96,Soiltype_6,No,LandUse_10,RoadClass_5,0.00,141.42,"0",Very good
"76646","25","200",-2.10,0.52,14.24,Wastewater,Main,Others,S,PVC,152.47,Geology_1,25.93,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,184.46,"0",Very good
"76651","25","200",-2.51,3.22,55.14,Wastewater,Main,Others,S,PVC,152.48,Geology_1,26.21,Soiltype_6,No,LandUse_10,RoadClass_2,0.00,171.14,"2",Very good
"78057","49","185",-1.83,0.88,30.65,Wastewater,Main,MUF,S,BET,151.48,Geology_3,36.14,Soiltype_6,No,LandUse_10,RoadClass_4,0.00,141.42,"0",Very good
"78059","38","300",-2.01,16.85,6.19,Wastewater,Main,MUF,S,BET,151.31,Geology_3,34.66,Soiltype_6,No,LandUse_10,RoadClass_2,0.00,141.42,"0",Very good
"78495","23","400",-1.99,0.82,54.44,Combined,Main,Others,S,PVC,152.41,Geology_3,24.10,Soiltype_5,No,LandUse_10,RoadClass_1,0.00,184.46,"0",Very good
"78665","27","315",-0.01,-1.63,165.95,Wastewater,Main,Others,S,PVC,143.91,Geology_3,15.56,Soiltype_6,No,LandUse_10,RoadClass_2,6800.00,257.22,"0",Very good
"80682","55","150",-1.76,5.69,8.99,Combined,Main,MUF,S,BET,144.41,Geology_3,19.77,Soiltype_6,No,LandUse_10,RoadClass_4,0.00,209.06,"0",Very good
"80763","23","250",-1.68,1.17,67.60,Stormwater,Main,Others,S,PVC,142.23,Geology_3,23.19,Soiltype_6,No,LandUse_10,RoadClass_2,0.00,6.15,"0",Very good
"80940","23","200",-2.72,3.22,16.66,Wastewater,Main,Others,S,PVC,148.46,Geology_1,25.63,Soiltype_6,No,LandUse_10,RoadClass_3,0.00,,"81",Very bad
"81301","51","225",-2.18,0.62,37.68,Combined,Main,MUF,S,BET,144.44,Geology_3,19.04,Soiltype_6,No,LandUse_10,RoadClass_3,0.00,204.96,"148",Very bad
"81365","23","250",-1.90,4.04,30.30,Stormwater,Main,Others,S,PVC,142.51,Geology_3,23.35,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,6.15,"0",Very good
"99513","31","400",-1.49,1.40,93.37,Combined,Main,Others,S,PVC,149.56,Geology_3,12.50,Soiltype_10,Yes,LandUse_10,RoadClass_1,0.00,92.23,"100",Very bad
"100827","20","125",-2.01,1.44,18.84,Combined,Main,Others,S,PVC,132.26,Geology_3,19.41,Soiltype_7,No,LandUse_10,RoadClass_2,0.00,95.31,"0",Very good
"100870","20","400",-1.74,2.46,60.43,Combined,Main,Others,S,PVC,149.79,Geology_3,13.91,Soiltype_10,No,LandUse_30,RoadClass_4,0.00,92.23,"0",Very good
"112096","19","200",-1.68,-4.93,25.36,Combined,Main,Others,S,PVC,152.71,Geology_1,24.76,Soiltype_5,Yes,LandUse_10,RoadClass_3,0.00,171.14,"84",Very bad
"130324","16","315",-1.97,1.43,16.55,Stormwater,Main,Others,S,PPP,148.24,Geology_4,5.43,Soiltype_7,No,LandUse_10,RoadClass_1,0.00,122.98,"0",Very good
"130728","51","200",-2.48,10.76,39.01,Wastewater,Others,Others,S,BET,134.43,Geology_3,19.49,Soiltype_7,No,LandUse_10,RoadClass_1,0.00,126.05,"42",Bad
"134714","35","110",-2.02,4.67,41.26,Wastewater,Others,Others,S,PVC,152.74,Geology_1,24.93,Soiltype_5,No,LandUse_10,RoadClass_4,0.00,171.14,"44",Bad
"134787","52","150",-1.87,2.79,21.42,Combined,Others,Others,S,BET,152.82,Geology_1,24.70,Soiltype_5,Yes,LandUse_10,RoadClass_3,0.00,171.14,"99",Very bad
"135165","48","300",-2.12,2.39,13.55,Combined,Main,MUF,S,BET,152.94,Geology_1,24.95,Soiltype_5,No,LandUse_10,RoadClass_1,0.00,194.71,"16",Questionable
"137248","15","200",-2.21,0.42,39.78,Stormwater,Main,Others,S,PVC,152.49,Geology_3,68.23,Soiltype_4,No,LandUse_10,RoadClass_1,0.00,78.91,"0",Very good
"138686","34","315",-1.81,-0.20,29.72,Wastewater,Main,Others,S,PVC,154.29,Geology_3,19.62,Soiltype_6,No,LandUse_20,RoadClass_5,0.00,3.07,"0",Very good
"138888","15","160",-2.09,1.51,24.36,Wastewater,Main,MUF,S,PVC,151.12,Geology_3,23.56,Soiltype_5,No,LandUse_10,RoadClass_1,0.00,248.00,"0",Very good
"138894","15","160",-2.72,4.18,43.17,Wastewater,Main,MUF,S,PVC,150.99,Geology_3,23.36,Soiltype_3,No,LandUse_10,RoadClass_1,0.00,248.00,"0",Very good
"139650","51","200",-1.67,3.38,59.58,Wastewater,Others,Others,S,BET,152.86,Geology_1,26.22,Soiltype_7,Yes,LandUse_10,RoadClass_1,0.00,171.14,"96",Very bad
"140983","7","225",-1.97,0.05,20.71,Combined,Main,MUF,S,Others,152.46,Geology_1,25.75,Soiltype_6,No,LandUse_10,RoadClass_2,0.00,184.46,"39",Bad
"142833","13","200",-1.96,-3.97,29.27,Stormwater,Main,Others,S,PVC,144.43,Geology_3,19.63,Soiltype_6,No,LandUse_10,RoadClass_4,0.00,209.06,"0",Very good
"147050","64","225",-2.02,4.61,60.18,Combined,Main,MUF,S,BET,144.59,Geology_1,22.41,Soiltype_6,No,LandUse_10,RoadClass_2,0.00,124.00,"112",Very bad
"151225","48","225",-1.93,2.49,42.95,Combined,Main,MUF,S,BET,153.13,Geology_1,25.42,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,213.16,"802",Very bad
"152465","35","200",-2.28,-1.31,61.73,Stormwater,Main,Others,S,BET,146.62,Geology_3,24.43,Soiltype_6,No,LandUse_10,RoadClass_3,0.00,11.27,"5",Very good
"152749","42","200",-2.37,9.35,42.89,Wastewater,Main,MUF,S,BET,153.21,Geology_1,24.42,Soiltype_13,No,LandUse_10,RoadClass_4,0.00,71.74,"0",Very good
"152804","42","200",-2.60,1.33,17.46,Stormwater,Main,Others,Others,PVC,144.38,Geology_3,19.81,Soiltype_6,No,LandUse_10,RoadClass_4,0.00,209.06,"0",Very good
"152805","27","160",-2.08,0.53,55.02,Wastewater,Main,Others,S,PVC,146.32,Geology_3,21.72,Soiltype_5,No,LandUse_10,RoadClass_4,0.00,103.50,"2",Very good
"152815","13","200",-1.70,-7.69,8.81,Stormwater,Main,Others,S,PVC,144.41,Geology_3,19.77,Soiltype_6,No,LandUse_10,RoadClass_4,0.00,209.06,"0",Very good
"152816","10","160",-2.07,3.82,29.94,Wastewater,Main,MUF,S,PVC,144.43,Geology_3,19.63,Soiltype_6,No,LandUse_10,RoadClass_4,0.00,209.06,"0",Very good
"153295","48","150",-1.93,1.87,24.99,Combined,Main,MUF,S,BET,152.84,Geology_1,24.58,Soiltype_5,No,LandUse_10,RoadClass_2,0.00,171.14,"116",Very bad
"154170","47","300",-2.06,-1.21,7.84,Wastewater,Main,Others,S,BET,152.82,Geology_1,22.38,Soiltype_5,No,LandUse_10,RoadClass_1,0.00,137.32,"0",Very good
"154172","47","125",-1.71,-2.75,21.63,Wastewater,Others,Others,S,PVC,152.87,Geology_1,22.52,Soiltype_5,No,LandUse_10,RoadClass_2,0.00,137.32,"103",Very bad
"155589","30","200",-2.02,0.05,11.31,Stormwater,Main,MUF,S,BET,151.54,Geology_3,25.03,Soiltype_6,No,LandUse_10,RoadClass_4,0.00,236.73,"0",Very good
"155618","70","225",-2.12,-2.73,58.84,Wastewater,Main,Others,S,BET,150.46,Geology_1,26.41,Soiltype_6,Yes,LandUse_10,RoadClass_4,0.00,45.09,"5",Very good
"155673","51","315",-2.32,1.89,30.91,Combined,Main,Others,S,PVC,134.14,Geology_3,18.73,Soiltype_13,Yes,LandUse_10,RoadClass_4,0.00,72.76,"0",Very good
"156764","8","200",-2.12,3.17,38.39,Wastewater,Main,MUF,S,Others,136.61,Geology_1,20.47,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,111.70,"66",Very bad
"158253","44","200",-1.39,0.23,45.16,Wastewater,Main,Others,S,BET,138.94,Geology_1,20.79,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,133.22,"8",Good
"158255","44","225",-1.41,7.37,39.21,Wastewater,Main,MUF,S,BET,139.09,Geology_1,20.79,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,133.22,"32",Bad
"158258","42","225",-1.74,2.24,24.63,Stormwater,Main,MUF,S,BET,152.46,Geology_1,26.08,Soiltype_6,No,LandUse_10,RoadClass_2,0.00,171.14,"39",Bad
"158501","8","315",-1.98,0.71,8.25,Stormwater,Main,Others,S,PVC,153.02,Geology_1,24.86,Soiltype_5,No,LandUse_10,RoadClass_1,0.00,194.71,"0",Very good
"158548","8","250",-2.01,0.10,5.56,Wastewater,Main,Others,S,PVC,153.02,Geology_1,24.86,Soiltype_5,No,LandUse_10,RoadClass_2,0.00,194.71,"0",Very good
"158582","8","200",-1.46,2.74,71.50,Stormwater,Main,Others,S,PVC,153.02,Geology_1,25.04,Soiltype_5,No,LandUse_10,RoadClass_1,0.00,194.71,"0",Very good
"158583","8","200",-1.53,2.83,67.19,Wastewater,Main,Others,S,PVC,153.02,Geology_1,25.04,Soiltype_5,No,LandUse_10,RoadClass_1,0.00,194.71,"0",Very good
"158723","8","200",-2.10,2.76,64.42,Stormwater,Main,Others,S,PVC,153.02,Geology_1,25.50,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,194.71,"0",Very good
"158724","8","200",-2.12,2.81,66.12,Wastewater,Main,Others,S,PVC,153.02,Geology_1,25.50,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,194.71,"0",Very good
"158883","7","200",-2.30,0.94,78.59,Stormwater,Main,Others,S,PVC,153.04,Geology_1,26.54,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,64.56,"0",Very good
"158886","7","200",-2.24,0.95,76.40,Wastewater,Main,Others,S,PVC,153.03,Geology_1,26.54,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,64.56,"0",Very good
"159283","7","200",-1.91,2.36,78.00,Wastewater,Main,Others,S,PVC,153.03,Geology_1,25.98,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,194.71,"0",Very good
"159284","7","200",-1.97,2.37,77.68,Stormwater,Main,Others,S,PVC,153.03,Geology_1,25.98,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,194.71,"0",Very good
"159375","30","160",-0.03,6.03,67.79,Wastewater,Main,Others,Others,PVC,152.35,Geology_1,26.63,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,212.13,"571",Very bad
"160111","55","315",-2.22,1.78,44.20,Combined,Main,Others,S,PVC,133.24,Geology_3,19.10,Soiltype_7,No,LandUse_10,RoadClass_2,0.00,133.22,"29",Bad
"160120","55","150",-2.30,-7.45,6.12,Combined,Others,Others,S,BET,132.51,Geology_3,19.08,Soiltype_7,No,LandUse_10,RoadClass_4,0.00,133.22,"0",Very good
"160145","46","225",-2.15,1.92,15.04,Combined,Main,Others,S,BET,146.87,Geology_3,16.11,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,96.33,"196",Very bad
"160169","7","315",-1.69,-5.91,16.62,Stormwater,Main,Others,S,PVC,148.32,Geology_4,5.50,Soiltype_7,No,LandUse_10,RoadClass_1,0.00,122.98,"0",Very good
"160234","36","400",-1.49,-5.00,97.60,Stormwater,Main,Others,S,BET,147.98,Geology_3,6.45,Soiltype_7,Yes,LandUse_10,RoadClass_4,0.00,83.01,"116",Very bad
"160267","23","250",-2.15,1.05,27.22,Stormwater,Main,Others,S,BET,148.35,Geology_4,6.00,Soiltype_7,No,LandUse_10,RoadClass_1,6900.00,83.01,"37",Bad
"160409","7","225",-1.68,-2.66,79.75,Combined,Main,Others,S,BET,131.49,Geology_3,19.19,Soiltype_7,No,LandUse_10,RoadClass_1,0.00,122.98,"55",Very bad
"160439","7","200",-2.44,4.97,31.15,Wastewater,Main,Others,S,PVC,131.91,Geology_3,19.15,Soiltype_7,No,LandUse_10,RoadClass_2,0.00,122.98,"0",Very good
"160440","7","315",-2.50,5.23,33.43,Stormwater,Main,Others,S,PVC,131.91,Geology_3,19.15,Soiltype_7,No,LandUse_10,RoadClass_2,0.00,122.98,"7",Good
